6.942361209452987958e-02,1.016217383208951330e-01,9.522587734431485762e-01,2.354245741771693601e-01,3.056157901515729747e-01,6.398337014935799871e-01,1.593108624044640709e-01,8.854061723901609504e-01,4.356620035654753531e-01,3.077645814909520383e-01,3.359903573123502324e-02,7.614992904707562626e-01,1.844224218039856589e-01,9.479181082593281238e-02,7.516062641717353998e-02,7.034254457604811606e-01,9.400150508673377203e-01,9.113126856154235567e-01,6.173682353104970044e-01,4.302058926499547908e-01,3.758023606596208044e-01,3.462161309229058181e-01,1.758084428599330229e-01,9.122896829490778625e-01,7.551587716557043306e-01,7.178277169404956304e-01,7.648350595439613597e-01,4.609662471987642229e-01,4.806491996397904698e-01,4.014745943728725841e-01
3.989380234517116985e-01,7.606453881658233884e-01,4.320471285446451093e-01,8.247079429710697518e-01,3.599449264515414137e-01,8.078093767120575475e-01,5.148552706783078581e-02,2.889526297275081812e-01,6.094020350550770626e-01,6.496886789220541747e-01,9.166093677275796159e-01,5.966481206469360643e-01,9.576237646021305006e-01,9.236732038383758114e-01,5.380297989257613045e-01,7.466398048130671317e-01,4.767698940588813716e-01,3.125922977549837611e-01,5.353140221485399586e-01,8.928175034921693731e-01,9.029843331431692821e-01,1.432190413416941921e-01,6.152544166186871832e-01,6.528206964832279358e-01,5.575925467288564974e-01,2.258251500814736079e-01,7.850679503488611211e-02,9.598496935207198044e-01,2.280464728309031797e-01,9.835827577288775991e-01
2.472496319977418588e-02,7.125793800361484610e-03,5.445774158959530986e-01,2.590206076778355238e-01,7.002116586656370600e-01,6.872761434365020072e-01,9.264196146614214200e-01,5.088950215830467805e-01,5.692113721952740679e-01,5.745988528764032210e-01,5.485464655921418187e-01,8.383542842340758749e-01,9.698865652692257866e-01,5.768984156706429278e-01,3.686310461343679235e-01,1.841702373861304476e-01,1.879456163466976526e-01,1.523245333450457539e-01,7.714573717119144192e-02,4.580381771944549429e-01,2.227497865243254771e-01,4.435332666731217621e-01,2.396272153248872050e-01,1.259476663534472574e-01,5.252430026030663335e-01,4.176229829053206277e-01,8.805803039657676967e-01,3.954700494238220232e-01,3.217532898245319406e-01,9.190907908953165062e-02
7.406492326755953655e-03,3.865033089973646946e-02,6.351783006820490574e-01,4.509033932032684433e-01,7.595555773045965520e-01,7.251874321885766195e-01,4.732457294596079667e-01,4.704588542297318821e-01,6.486095196186523193e-01,7.203750152711355659e-01,6.520988041609092623e-01,3.091429492358871989e-01,9.168795430896895526e-01,7.636825364878851996e-01,3.354879855473340555e-01,1.918360268365930654e-01,1.459160689487383755e-01,8.227136213354430128e-01,8.180072435188395774e-02,2.537468655202400614e-01,1.839929672388460891e-01,1.051167795028951947e-02,6.279414361733154371e-01,1.572763100973317563e-01,8.821665613725343524e-01,3.094926852032396924e-01,2.270967156417755817e-01,8.142484640870504276e-01,4.750056259645366596e-01,8.089175753685374781e-01
6.455146526936431095e-02,2.873880014176022346e-01,8.698462196013876380e-01,9.949871461968513575e-01,9.953428438922072852e-01,7.990619348830629853e-01,1.316157722939375607e-01,7.328109414969488089e-01,4.161709291530485411e-01,7.370911486421052317e-01,7.760065244263103512e-01,4.827820292936065849e-01,7.717360681621757701e-01,9.785504238568050184e-01,9.973537819575438723e-01,4.436082097298534865e-01,1.606654762960771365e-01,9.769674279247216875e-01,5.464735721886325448e-02,7.864570205197252140e-01,2.077426446907527369e-01,3.025160121357306844e-02,7.861749800012540756e-01,2.217243600047324181e-01,6.601507891517101045e-01,4.506880427418695767e-01,4.865124269256884126e-01,5.996261794158702640e-01,2.332056931491738871e-01,6.849591477556015162e-01
4.487365568555280460e-01,3.134672183183765948e-01,8.335662835794925840e-01,8.067482126226811490e-01,2.279288407259444649e-01,7.776701998226110968e-01,5.806112347225991233e-01,5.386583600034922092e-01,9.470399992948602685e-01,7.945757045903998339e-01,5.199903221616821725e-01,8.318088708043143154e-01,6.364094818241992080e-01,3.429388036360858649e-01,8.963207374800031824e-01,3.976959190783730530e-02,1.008960569754491360e-01,5.602701075107473505e-01,9.292221906932925934e-01,8.298133942091060478e-01,1.527794513474109162e-01,3.340163338506532131e-01,9.432744768588972040e-01,7.708888201271919538e-01,8.199151414570109431e-01,7.066115579179301776e-01,5.348292554615736716e-01,8.408213020424757378e-01,4.928489738172620038e-01,5.244656007698406119e-01
5.523742516027764504e-02,1.084873210142745376e-01,2.344623724037152301e-01,6.473115685476906744e-01,8.681180035501433467e-01,8.716149502633210311e-01,5.698930079761777706e-02,8.449152654186070643e-01,8.750943313794555534e-02,4.280857589155727672e-01,5.930505575405958796e-01,7.884707331842627509e-01,3.152608869876440401e-01,9.923916536453509796e-01,4.774798196506389036e-01,2.099161918464593490e-01,5.867564703469290155e-01,4.714019711849973815e-01,4.324864577532886445e-01,3.503330524041012861e-01,9.961144941859547686e-01,2.460307614473019044e-01,1.302974933899405940e-01,3.500831887237091378e-01,1.385090220892059576e-01,5.091730360880475370e-01,3.695216794711181363e-01,1.670868921496135029e-01,4.380951595542361687e-01,8.913440538480733588e-01
3.246020087166228141e-01,6.571250618659393306e-01,1.418675493779959496e-01,8.016768596824854765e-01,3.578183882463591425e-01,7.857312335367921952e-01,6.793301270120166713e-01,2.038838825569609658e-01,1.771476812628723918e-01,6.320595511067581551e-01,7.997650484244414049e-01,4.196305559583650702e-01,6.369212764084002387e-01,8.327247270229958254e-01,6.377838792603774953e-01,8.703304358691013043e-01,2.788633963851092634e-01,6.644662047156351115e-01,8.801039942810597871e-01,5.669267303181311224e-01,7.975270171296897082e-02,7.276409769176999109e-01,2.839951959126305603e-01,7.512958603218143905e-01,5.316590941806595971e-01,8.450208562798456891e-01,6.233463833106422936e-01,5.810910432375671064e-01,8.480261657192915692e-01,5.450656274294529702e-01
2.321358621381038739e-02,1.679917957487231384e-01,9.092275715521015433e-01,2.311968150490459339e-01,5.422339884677394029e-01,2.754015980942315367e-01,2.962701285712178167e-01,7.565069310580255779e-01,5.572276678448205844e-01,7.316452344633475047e-01,7.327845673047959085e-01,9.002616891556141088e-01,9.049882842147654038e-01,4.426336274367216328e-01,7.407905910727012877e-01,3.869050781174094844e-01,8.981552129608272317e-02,9.164956409398830051e-01,1.806188016378456052e-01,6.166704033714133226e-01,7.166957058024348015e-01,1.627163253622851968e-01,6.000970836411896325e-01,8.776506018462486569e-01,1.192762626432246620e-01,9.641001333959768882e-01,6.163055195263207331e-01,8.302797538423389856e-01,8.407627623894114999e-02,3.486514239442675134e-01
1.741169457598842618e-01,7.802621794298640889e-01,6.410351005987167949e-02,6.327230806433472576e-01,2.472454286899755105e-01,9.961142963097425751e-01,4.812506966647942530e-01,2.698363421147322860e-01,1.351016475637346614e-01,4.599062632282197027e-01,8.680705349900474932e-01,5.063586896036791352e-01,5.753123601820964161e-01,9.928220716420007586e-01,8.678998837729855476e-01,5.706907171816887336e-01,1.982550142843564067e-01,7.188249120143338500e-01,7.860814926962548244e-01,3.314060788850288208e-01,3.498303187968077738e-02,8.788609491066301516e-01,2.869820344491862407e-01,7.459973249850526678e-01,6.972938992285870885e-01,7.421698262678566582e-01,3.342928075807251043e-01,8.574533102991517275e-01,9.983054152932113734e-01,4.901416607345988607e-01
